protein_accession	foldseek_rank	query	target	evalue	bits	prob	alnlen	pident	lddt	alntmscore	qtmscore	ttmscore	taxid	taxname
YP_009875550.1	19	YP_009875550.1	3c6h-assembly2_B	3.424E-04	151	1.000	209	9.000	5.474E-01	7.283E-01	2.690E-01	6.981E-01	50948	Escherichia phage RB49
YP_009875550.1	20	YP_009875550.1	6ey7-assembly1_A	2.369E-05	161	1.000	224	12.900	4.792E-01	6.592E-01	2.663E-01	5.626E-01	10360	Human herpesvirus 5 strain AD169
YP_009177240.1	1	YP_009177240.1	5v8w-assembly1_A	5.181E+00	30	0.090	64	17.100	4.461E-01	5.374E-01	1.466E-01	4.558E-01	9606	Homo sapiens
YP_009177240.1	2	YP_009177240.1	8pz3-assembly1_A	4.281E+00	28	0.076	31	16.100	3.405E-01	5.642E-01	7.072E-02	7.157E-02	28450	Burkholderia pseudomallei
YP_009177240.1	3	YP_009177240.1	8pz3-assembly1_B	4.862E+00	28	0.076	31	16.100	3.429E-01	5.613E-01	7.056E-02	7.278E-02	28450	Burkholderia pseudomallei
YP_009177240.1	4	YP_009177240.1	6uzd-assembly1_H	8.613E+00	26	0.063	53	18.800	4.016E-01	5.661E-01	1.206E-01	5.441E-02	1392	Bacillus anthracis
YP_009177240.1	5	YP_009177240.1	5kz5-assembly1_B	5.520E+00	25	0.057	101	15.800	4.337E-01	3.805E-01	1.488E-01	2.386E-01	9606	Homo sapiens
YP_009177240.1	6	YP_009177240.1	6c7y-assembly1_B	5.181E+00	23	0.045	49	22.400	3.719E-01	3.692E-01	9.471E-02	2.006E-01	9031	Gallus gallus
YP_009177240.1	7	YP_009177240.1	7qii-assembly1_B	6.269E+00	23	0.045	64	14.000	4.089E-01	3.821E-01	9.436E-02	3.103E-01	630	Yersinia enterocolitica
YP_009177240.1	8	YP_009177240.1	4hs5-assembly2_B	5.883E+00	22	0.040	100	20.000	3.669E-01	3.602E-01	1.384E-01	2.947E-01	357804	Psychromonas ingrahamii 37
YP_009177240.1	9	YP_009177240.1	6ews-assembly1_A	7.585E+00	18	0.020	50	22.000	3.793E-01	2.880E-01	7.584E-02	2.426E-01	351614	Xenorhabdus stockiae
YP_009177240.1	10	YP_009177240.1	7qoo-assembly1_P	9.178E+00	17	0.016	132	11.300	3.823E-01	2.688E-01	1.339E-01	1.577E-01	9606	Homo sapiens
YP_009177240.1	11	YP_009177240.1	7ycu-assembly1_C-2	6.680E+00	15	0.011	68	22.000	2.999E-01	2.436E-01	8.417E-02	1.770E-01	43658	Pseudoalteromonas rubra
YP_009177240.1	12	YP_009177240.1	7nvr-assembly1_a	5.520E+00	15	0.011	114	12.200	3.306E-01	1.924E-01	7.539E-02	1.257E-01	9606	Homo sapiens
YP_009177240.1	13	YP_009177240.1	3cwy-assembly1_A-2	8.083E+00	15	0.011	79	11.300	3.051E-01	2.505E-01	7.386E-02	1.481E-01	210	Helicobacter pylori
YP_009177240.1	14	YP_009177240.1	8bqs-assembly1_Dc	9.178E+00	13	0.009	117	17.900	3.551E-01	1.653E-01	8.687E-02	4.892E-02	312017	Tetrahymena thermophila SB210
YP_008433402.1	1	YP_008433402.1	4nso-assembly1_A-2	8.964E-10	513	1.000	195	36.900	6.858E-01	9.134E-01	1.572E-01	8.788E-01	243277	Vibrio cholerae O1 biovar El Tor str. N16961
YP_008433402.1	2	YP_008433402.1	4noo-assembly2_C	5.493E-10	519	1.000	195	36.900	6.838E-01	9.032E-01	1.566E-01	8.571E-01	243277	Vibrio cholerae O1 biovar El Tor str. N16961
YP_008433402.1	3	YP_008433402.1	6x2q-assembly1_A	2.245E-03	145	1.000	207	16.400	4.233E-01	6.023E-01	1.211E-01	4.791E-01	1445510	Gynuella sunshinyii YC6258
YP_008433402.1	4	YP_008433402.1	4ily-assembly1_A	1.375E-03	160	1.000	193	21.200	4.368E-01	6.575E-01	1.195E-01	4.944E-01	862751	Streptomyces sp. SirexAA-E
YP_008433402.1	5	YP_008433402.1	4ily-assembly2_B	2.155E-03	154	1.000	193	20.200	4.353E-01	6.594E-01	1.182E-01	4.670E-01	862751	Streptomyces sp. SirexAA-E
YP_008433402.1	6	YP_008433402.1	8wql-assembly1_oB	2.724E+00	29	0.082	164	13.400	2.728E-01	2.486E-01	5.400E-02	2.321E-01	153964	Arthrospira sp. FACHB-439
YP_008433402.1	7	YP_008433402.1	5y6p-assembly1_b1	5.916E+00	26	0.063	170	10.500	3.000E-01	2.598E-01	5.247E-02	2.442E-01	35689	Griffithsia pacifica
YP_008433402.1	8	YP_008433402.1	7vea-assembly1_aI	6.419E+00	25	0.057	167	11.300	2.979E-01	2.564E-01	5.324E-02	2.444E-01	197221	Thermosynechococcus vestitus BP-1
YP_008433402.1	9	YP_008433402.1	8wll-assembly1_A	8.541E+00	14	0.010	417	13.400	2.336E-01	1.290E-01	5.869E-02	1.223E-01	9606	Homo sapiens
YP_009666897.1	1	YP_009666897.1	3zl9-assembly1_B	1.114E-05	79	0.981	195	44.100	4.097E-01	1.812E-01	1.720E-01	1.743E-01	1133363	Schmallenberg virus
YP_009666897.1	2	YP_009666897.1	3zl9-assembly1_A	1.580E-05	77	0.975	198	42.900	3.940E-01	1.832E-01	1.632E-01	1.679E-01	1133363	Schmallenberg virus
YP_009666897.1	3	YP_009666897.1	3zl9-assembly1_D	2.114E-05	75	0.967	198	42.900	3.941E-01	1.822E-01	1.662E-01	1.670E-01	1133363	Schmallenberg virus
YP_009666897.1	4	YP_009666897.1	5zf6-assembly1_B	2.707E+00	31	0.098	92	9.700	3.937E-01	3.937E-01	1.600E-01	7.406E-02	9606	Homo sapiens
YP_009666897.1	5	YP_009666897.1	3u1k-assembly2_D	3.223E+00	30	0.090	92	10.800	3.933E-01	3.893E-01	1.593E-01	6.638E-02	9606	Homo sapiens
YP_009666897.1	6	YP_009666897.1	5zf6-assembly1_A	5.443E+00	27	0.069	92	10.800	4.026E-01	3.922E-01	1.596E-01	7.126E-02	9606	Homo sapiens
YP_009666897.1	7	YP_009666897.1	4ysx-assembly2_G	2.144E+00	26	0.063	159	8.800	3.714E-01	2.706E-01	1.866E-01	2.541E-01	6253	Ascaris suum
YP_009666897.1	8	YP_009666897.1	8tnm-assembly1_A	7.719E+00	23	0.045	141	11.300	4.432E-01	3.308E-01	1.998E-01	2.965E-01	32630	synthetic construct
YP_009666897.1	9	YP_009666897.1	7mqa-assembly1_LP	6.115E+00	21	0.034	182	15.900	3.698E-01	2.756E-01	1.916E-01	9.722E-02	9606	Homo sapiens
YP_009666897.1	10	YP_009666897.1	2wu2-assembly3_K	8.182E+00	21	0.034	118	13.500	4.046E-01	3.207E-01	1.796E-01	2.920E-01	562	Escherichia coli
YP_009666897.1	11	YP_009666897.1	6d6k-assembly2_B	8.672E+00	21	0.034	89	12.300	3.812E-01	3.373E-01	1.472E-01	6.860E-02	470	Acinetobacter baumannii
YP_009666897.1	12	YP_009666897.1	7p4t-assembly1_B	8.672E+00	20	0.029	84	9.500	4.128E-01	2.792E-01	1.296E-01	2.763E-01	10090	Mus musculus
YP_009666897.1	13	YP_009666897.1	5y8t-assembly2_B	9.743E+00	19	0.024	154	10.300	3.664E-01	3.002E-01	1.750E-01	2.268E-01	655816	Bacillus spizizenii str. W23
YP_009666897.1	14	YP_009666897.1	7vp8-assembly1_A	5.135E+00	19	0.024	142	14.700	3.648E-01	2.159E-01	1.448E-01	1.727E-01	2130	Ureaplasma urealyticum
YP_009666897.1	15	YP_009666897.1	8gxl-assembly1_A	8.672E+00	19	0.024	119	15.100	3.920E-01	2.701E-01	1.365E-01	2.371E-01	9606	Homo sapiens
YP_009666897.1	16	YP_009666897.1	6lum-assembly1_N	9.192E+00	18	0.020	118	11.800	3.795E-01	2.727E-01	1.684E-01	2.607E-01	1445611	Mycolicibacterium smegmatis MC2 51
YP_009666897.1	17	YP_009666897.1	7loi-assembly1_C	6.871E+00	18	0.020	150	11.300	3.122E-01	2.772E-01	1.563E-01	1.989E-01	11676	Human immunodeficiency virus 1
YP_009666897.1	18	YP_009666897.1	2cho-assembly2_B	8.672E+00	18	0.020	125	13.600	3.587E-01	2.615E-01	1.444E-01	6.859E-02	226186	Bacteroides thetaiotaomicron VPI-5482
YP_009666897.1	19	YP_009666897.1	6hd8-assembly1_B	9.192E+00	15	0.011	147	11.500	3.416E-01	2.065E-01	1.445E-01	1.450E-01	643867	Marivirga tractuosa DSM 4126
YP_009666897.1	20	YP_009666897.1	7zub-assembly1_C	9.743E+00	15	0.011	160	14.300	3.554E-01	1.905E-01	1.411E-01	1.297E-01	9606	Homo sapiens
YP_009342305.1	1	YP_009342305.1	7f0k-assembly1_B	4.925E+00	40	0.214	74	13.500	4.947E-01	7.247E-01	3.291E-01	6.690E-01	679716	Trypanosoma brucei gambiense DAL972
YP_009342305.1	2	YP_009342305.1	8t0p-assembly1_B	1.584E+00	40	0.214	101	16.800	4.489E-01	4.879E-01	2.846E-01	4.278E-01	559292	Saccharomyces cerevisiae S288C
YP_009342305.1	3	YP_009342305.1	8eja-assembly1_B	7.939E+00	34	0.126	92	10.800	5.166E-01	6.503E-01	3.804E-01	5.492E-01	32630	synthetic construct
YP_009342305.1	4	YP_009342305.1	8oqz-assembly1_C	7.046E+00	31	0.098	113	14.100	4.927E-01	5.388E-01	3.447E-01	2.635E-01	9606	Homo sapiens
YP_009342305.1	5	YP_009342305.1	4w4k-assembly1_A	4.371E+00	30	0.090	80	10.000	3.900E-01	4.730E-01	2.462E-01	4.293E-01	652616	Mycobacterium tuberculosis str. Erdman = ATCC 35801
YP_009342305.1	6	YP_009342305.1	5gar-assembly1_R	7.479E+00	29	0.082	68	19.100	4.542E-01	5.230E-01	2.509E-01	4.546E-01	274	Thermus thermophilus
YP_009342305.1	7	YP_009342305.1	4w4k-assembly2_C	4.925E+00	29	0.082	72	11.100	3.894E-01	4.915E-01	2.268E-01	4.273E-01	652616	Mycobacterium tuberculosis str. Erdman = ATCC 35801
YP_009342305.1	8	YP_009342305.1	5gar-assembly1_U	8.428E+00	26	0.063	70	20.000	4.225E-01	4.815E-01	2.399E-01	4.281E-01	274	Thermus thermophilus
YP_009342305.1	9	YP_009342305.1	8r6r-assembly1_D	9.496E+00	25	0.057	110	10.900	4.128E-01	4.874E-01	3.203E-01	5.829E-02	246196	Mycolicibacterium smegmatis MC2 155
YP_009342305.1	10	YP_009342305.1	7pp4-assembly1_d	8.946E+00	25	0.057	134	10.400	4.251E-01	4.594E-01	3.179E-01	5.437E-02	83332	Mycobacterium tuberculosis H37Rv
YP_009342305.1	11	YP_009342305.1	3zjc-assembly3_E	9.496E+00	23	0.045	122	10.600	4.102E-01	4.205E-01	2.947E-01	1.964E-01	9606	Homo sapiens
YP_009342305.1	12	YP_009342305.1	7zch-assembly1_B	8.946E+00	23	0.045	111	13.500	4.084E-01	3.850E-01	2.498E-01	2.867E-01	9606	Homo sapiens
YP_009342305.1	13	YP_009342305.1	6s1k-assembly1_K	4.640E+00	23	0.045	104	10.500	3.659E-01	3.205E-01	1.809E-01	2.978E-01	879462	Escherichia coli str. K-12 substr. MG1655star
YP_009342305.1	14	YP_009342305.1	5ip0-assembly2_E	7.479E+00	22	0.040	112	12.500	4.084E-01	3.465E-01	2.278E-01	3.389E-01	644	Aeromonas hydrophila
YP_009342305.1	15	YP_009342305.1	6mdm-assembly1_H	3.654E+00	21	0.034	144	8.300	3.345E-01	2.559E-01	2.079E-01	2.405E-01	10116	Rattus norvegicus
YP_009342305.1	16	YP_009342305.1	3g6b-assembly1_A	9.496E+00	20	0.029	127	11.800	4.222E-01	3.077E-01	2.357E-01	2.047E-01	2336	Thermotoga maritima
YP_009342305.1	17	YP_009342305.1	8u84-assembly1_C1	7.479E+00	20	0.029	136	10.200	3.779E-01	3.004E-01	2.186E-01	1.268E-01	9606	Homo sapiens
YP_009342305.1	18	YP_009342305.1	3j99-assembly1_M	5.891E+00	20	0.029	128	10.100	3.390E-01	2.853E-01	2.029E-01	2.584E-01	10116	Rattus norvegicus
YP_009342305.1	19	YP_009342305.1	5j45-assembly1_A	7.939E+00	20	0.029	101	10.800	3.814E-01	3.019E-01	1.922E-01	2.665E-01	7227	Drosophila melanogaster
YP_009342305.1	20	YP_009342305.1	4ilo-assembly1_A	7.046E+00	19	0.024	137	11.600	4.102E-01	2.412E-01	1.818E-01	1.514E-01	471472	Chlamydia trachomatis L2/434/Bu
YP_010657796.1	1	YP_010657796.1	6s3r-assembly1_A	5.185E+00	19	0.024	177	15.200	4.226E-01	1.869E-01	9.343E-02	1.644E-01	264730	Pseudomonas savastanoi pv. phaseolicola 1448A
YP_010657796.1	2	YP_010657796.1	1nek-assembly1_C	7.308E+00	19	0.024	132	12.100	4.019E-01	2.356E-01	9.249E-02	2.233E-01	562	Escherichia coli
YP_010657796.1	3	YP_010657796.1	5c6f-assembly1_A	4.897E+00	19	0.024	162	15.400	4.336E-01	1.818E-01	8.489E-02	1.584E-01	85963	Helicobacter pylori J99
YP_010657796.1	4	YP_010657796.1	6h6t-assembly2_L	4.897E+00	19	0.024	155	14.800	4.477E-01	1.625E-01	8.178E-02	1.394E-01	9606	Homo sapiens
YP_010657796.1	5	YP_010657796.1	5axs-assembly1_A	5.814E+00	19	0.024	144	12.500	4.422E-01	1.797E-01	7.993E-02	1.483E-01	9796	Equus caballus
YP_010657796.1	6	YP_010657796.1	7bl5-assembly1_8	5.185E+00	18	0.020	186	12.900	4.143E-01	1.699E-01	9.700E-02	1.684E-01	511145	Escherichia coli str. K-12 substr. MG1655
YP_010657796.1	7	YP_010657796.1	8j9l-assembly1_G-5	5.491E+00	18	0.020	163	13.400	4.121E-01	1.729E-01	8.136E-02	1.517E-01	9606	Homo sapiens
YP_010657796.1	8	YP_010657796.1	8pp2-assembly2_J	5.185E+00	18	0.020	154	14.900	4.460E-01	1.609E-01	8.119E-02	1.400E-01	9606	Homo sapiens
YP_010657796.1	9	YP_010657796.1	6m52-assembly1_A	4.368E+00	18	0.020	164	12.800	3.940E-01	1.615E-01	7.516E-02	1.374E-01	9606	Homo sapiens
YP_010657796.1	10	YP_010657796.1	8j9l-assembly1_L-2	4.625E+00	18	0.020	160	14.300	4.228E-01	1.479E-01	6.746E-02	1.278E-01	9606	Homo sapiens
YP_010657796.1	11	YP_010657796.1	8jai-assembly1_F	6.518E+00	17	0.016	165	14.500	4.337E-01	1.658E-01	8.530E-02	1.505E-01	9606	Homo sapiens
YP_010657796.1	12	YP_010657796.1	3re7-assembly1_S	6.518E+00	17	0.016	155	12.200	4.348E-01	1.579E-01	8.363E-02	1.417E-01	8400	Aquarana catesbeiana
YP_010657796.1	13	YP_010657796.1	6l55-assembly1_I-6	8.194E+00	17	0.016	158	14.500	4.575E-01	1.710E-01	8.213E-02	1.525E-01	220873	Tegillarca granosa
YP_010657796.1	14	YP_010657796.1	6l55-assembly1_C-5	8.676E+00	17	0.016	158	14.500	4.573E-01	1.707E-01	8.206E-02	1.516E-01	220873	Tegillarca granosa
YP_010657796.1	15	YP_010657796.1	5jkk-assembly1_B	8.194E+00	17	0.016	151	13.200	4.422E-01	1.752E-01	8.158E-02	1.494E-01	9606	Homo sapiens
YP_010657796.1	16	YP_010657796.1	8pp5-assembly1_F	8.194E+00	17	0.016	151	13.200	4.410E-01	1.753E-01	8.152E-02	1.492E-01	9606	Homo sapiens
YP_010657796.1	17	YP_010657796.1	8wb3-assembly1_A	7.308E+00	17	0.016	159	13.800	4.545E-01	1.692E-01	8.151E-02	1.515E-01	9606	Homo sapiens
YP_010657796.1	18	YP_010657796.1	6h6t-assembly1_A	6.518E+00	17	0.016	154	14.900	4.487E-01	1.619E-01	8.138E-02	1.391E-01	9606	Homo sapiens
YP_010657796.1	19	YP_010657796.1	8j9m-assembly1_A	7.738E+00	17	0.016	157	14.000	4.357E-01	1.724E-01	8.112E-02	1.497E-01	9606	Homo sapiens
YP_010657796.1	20	YP_010657796.1	7a6a-assembly1_A	6.902E+00	17	0.016	158	15.100	4.523E-01	1.576E-01	8.098E-02	1.396E-01	9606	Homo sapiens
YP_001994481.1	1	YP_001994481.1	2y1v-assembly3_C	6.821E-01	51	0.505	75	14.600	4.535E-01	4.738E-01	1.488E-01	8.371E-02	170187	Streptococcus pneumoniae TIGR4
YP_001994481.1	2	YP_001994481.1	3rpk-assembly2_B	8.030E-01	49	0.442	76	13.100	4.411E-01	4.717E-01	1.497E-01	8.575E-02	1313	Streptococcus pneumoniae
YP_001994481.1	3	YP_001994481.1	2x9y-assembly1_A	1.241E+00	43	0.277	83	10.800	4.252E-01	4.494E-01	1.477E-01	1.082E-01	170187	Streptococcus pneumoniae TIGR4
YP_001994481.1	4	YP_001994481.1	5dn6-assembly1_E	6.013E+00	40	0.214	47	17.000	5.219E-01	6.093E-01	1.203E-01	8.079E-02	266	Paracoccus denitrificans
YP_001994481.1	5	YP_001994481.1	7xex-assembly3_C	1.816E+00	36	0.150	91	14.200	3.894E-01	3.908E-01	1.401E-01	7.908E-02	287	Pseudomonas aeruginosa
YP_001994481.1	6	YP_001994481.1	8tf5-assembly1_A	1.175E+00	34	0.126	157	13.300	3.962E-01	3.000E-01	1.646E-01	1.415E-01	9606	Homo sapiens
YP_001994481.1	7	YP_001994481.1	6tmh-assembly1_B	8.335E+00	34	0.126	47	14.800	4.821E-01	5.789E-01	1.169E-01	7.708E-02	507601	Toxoplasma gondii GT1
YP_001994481.1	8	YP_001994481.1	2d2z-assembly2_B	5.108E+00	33	0.116	78	10.200	4.289E-01	4.828E-01	1.325E-01	1.626E-01	9606	Homo sapiens
YP_001994481.1	9	YP_001994481.1	5lqz-assembly1_F	8.335E+00	32	0.106	47	17.000	4.570E-01	5.574E-01	1.140E-01	7.690E-02	870730	Ogataea angusta
YP_001994481.1	10	YP_001994481.1	6erz-assembly2_B	6.350E+00	31	0.098	77	10.300	4.221E-01	4.717E-01	1.271E-01	1.622E-01	10090	Mus musculus
YP_001994481.1	11	YP_001994481.1	5tud-assembly2_D	2.807E+00	30	0.090	162	9.800	4.135E-01	3.138E-01	1.621E-01	1.359E-01	9606	Homo sapiens
YP_001994481.1	12	YP_001994481.1	5ik2-assembly1_C	1.918E+00	30	0.090	139	12.200	3.865E-01	2.755E-01	1.523E-01	1.098E-01	986075	Caldalkalibacillus thermarum TA2.A1
YP_001994481.1	13	YP_001994481.1	6tdu-assembly1_AF	6.013E+00	30	0.090	122	11.400	4.345E-01	4.213E-01	1.492E-01	9.927E-02	3039	Euglena gracilis
YP_001994481.1	14	YP_001994481.1	6khi-assembly1_E	5.695E+00	29	0.082	109	10.000	4.104E-01	4.058E-01	1.527E-01	3.786E-01	197221	Thermosynechococcus vestitus BP-1
YP_001994481.1	15	YP_001994481.1	8h9i-assembly1_D	7.894E+00	29	0.082	98	12.200	4.641E-01	4.430E-01	1.425E-01	9.986E-02	9606	Homo sapiens
YP_001994481.1	16	YP_001994481.1	2wy8-assembly1_Q	8.801E+00	29	0.082	67	16.400	4.276E-01	5.067E-01	1.263E-01	4.427E-01	1280	Staphylococcus aureus
YP_001994481.1	17	YP_001994481.1	7dfp-assembly1_A	1.241E+00	29	0.082	150	12.000	3.515E-01	2.507E-01	1.229E-01	1.126E-01	9606	Homo sapiens
YP_001994481.1	18	YP_001994481.1	8sji-assembly1_C	7.476E+00	28	0.076	89	16.800	4.387E-01	4.053E-01	1.531E-01	3.105E-01	32630	synthetic construct
YP_001994481.1	19	YP_001994481.1	4he8-assembly1_K	4.581E+00	28	0.076	119	15.900	3.692E-01	3.941E-01	1.476E-01	3.838E-01	300852	Thermus thermophilus HB8
YP_001994481.1	20	YP_001994481.1	8q4j-assembly1_B	4.837E+00	28	0.076	78	12.800	3.860E-01	3.678E-01	1.227E-01	1.520E-01	9606	Homo sapiens
YP_001642397.1	1	YP_001642397.1	1jfx-assembly1_A	5.149E-14	429	1.000	220	25.000	6.342E-01	8.092E-01	5.324E-01	7.190E-01	1902	Streptomyces coelicolor
YP_001642397.1	2	YP_001642397.1	6zm8-assembly1_A	1.005E-14	445	1.000	223	26.900	6.403E-01	7.892E-01	5.284E-01	7.433E-01	398408	Sodiomyces alcalophilus
YP_001642397.1	3	YP_001642397.1	4ff5-assembly1_A	5.365E-07	223	1.000	223	19.200	5.844E-01	7.769E-01	5.223E-01	6.723E-01	1313	Streptococcus pneumoniae
YP_001642397.1	4	YP_001642397.1	6zmv-assembly2_B	8.380E-15	436	1.000	220	28.600	6.205E-01	7.752E-01	5.199E-01	7.335E-01	2081540	Trichobolus zukalii
YP_001642397.1	5	YP_001642397.1	2wag-assembly1_A-2	3.147E-11	334	1.000	218	19.700	5.916E-01	7.801E-01	5.185E-01	6.982E-01	198094	Bacillus anthracis str. Ames
YP_001642397.1	6	YP_001642397.1	2x8r-assembly6_F	2.207E-14	410	1.000	218	26.600	5.861E-01	7.643E-01	5.097E-01	7.082E-01	330879	Aspergillus fumigatus Af293
YP_001642397.1	7	YP_001642397.1	4jz5-assembly1_A	9.909E-10	290	1.000	211	23.200	5.856E-01	7.568E-01	5.073E-01	7.105E-01	560178	Listeria phage P40
YP_001642397.1	8	YP_001642397.1	5jip-assembly1_B	4.271E-12	263	1.000	352	14.700	4.945E-01	5.090E-01	5.042E-01	4.839E-01	1502	Clostridium perfringens
YP_001642397.1	9	YP_001642397.1	5a6s-assembly1_A-2	1.185E-08	264	1.000	216	20.800	6.000E-01	7.453E-01	4.861E-01	5.309E-01	871584	Clostridium phage phiCTP1
YP_001642397.1	10	YP_001642397.1	4kru-assembly1_A	3.334E-10	315	1.000	204	22.000	6.227E-01	7.763E-01	4.807E-01	6.604E-01	396359	Clostridium phage phiSM101
YP_001642397.1	11	YP_001642397.1	4krt-assembly2_B	2.491E-14	311	1.000	371	18.800	5.474E-01	4.760E-01	4.731E-01	4.180E-01	396359	Clostridium phage phiSM101
YP_001642397.1	12	YP_001642397.1	1sfs-assembly1_A	1.106E-05	165	1.000	216	11.500	4.824E-01	7.173E-01	4.709E-01	6.372E-01	1422	Geobacillus stearothermophilus
YP_001642397.1	13	YP_001642397.1	3hmc-assembly1_A	6.835E-07	207	1.000	207	18.800	5.555E-01	7.205E-01	4.627E-01	6.980E-01	1392	Bacillus anthracis
YP_001642397.1	14	YP_001642397.1	2j8g-assembly1_A	6.469E-09	200	1.000	312	18.900	4.618E-01	5.322E-01	4.577E-01	4.118E-01	10747	Streptococcus phage Cp1
YP_001642397.1	15	YP_001642397.1	2ixu-assembly1_A	9.302E-09	194	1.000	316	18.900	4.544E-01	5.242E-01	4.504E-01	4.051E-01	10747	Streptococcus phage Cp1
YP_001642397.1	16	YP_001642397.1	2wwc-assembly1_A	7.714E-07	193	1.000	214	15.800	5.011E-01	7.064E-01	4.464E-01	3.208E-01	171101	Streptococcus pneumoniae R6
YP_001642397.1	17	YP_001642397.1	2ww5-assembly1_A	5.050E-07	201	1.000	214	15.400	5.120E-01	7.120E-01	4.462E-01	3.213E-01	171101	Streptococcus pneumoniae R6
YP_001642397.1	18	YP_001642397.1	2nw0-assembly2_B	8.218E-08	221	1.000	197	21.300	5.288E-01	7.057E-01	4.342E-01	6.566E-01	38018	Bacteriophage sp.
YP_001642397.1	19	YP_001642397.1	1oba-assembly1_A	1.704E-08	171	1.000	364	17.500	4.268E-01	4.545E-01	4.277E-01	3.842E-01	10747	Streptococcus phage Cp1
YP_001642397.1	20	YP_001642397.1	1r77-assembly1_A	1.704E-08	308	1.000	95	28.400	7.466E-01	8.438E-01	2.619E-01	7.343E-01	29388	Staphylococcus capitis
YP_009666887.1	1	YP_009666887.1	7vea-assembly1_aJ	3.940E+00	27	0.069	146	15.700	3.715E-01	3.163E-01	2.060E-01	2.658E-01	197221	Thermosynechococcus vestitus BP-1
YP_009666887.1	2	YP_009666887.1	7vea-assembly1_aB	2.305E+00	26	0.063	153	16.300	2.984E-01	2.830E-01	1.839E-01	2.432E-01	197221	Thermosynechococcus vestitus BP-1
YP_009666887.1	3	YP_009666887.1	5lb7-assembly1_A	3.355E+00	25	0.057	163	11.000	3.542E-01	2.734E-01	2.067E-01	2.606E-01	10090	Mus musculus
YP_009666887.1	4	YP_009666887.1	1kn1-assembly1_B	3.539E+00	24	0.051	165	16.300	3.420E-01	2.696E-01	1.826E-01	2.413E-01	2788	Pyropia yezoensis
YP_009666887.1	5	YP_009666887.1	8wql-assembly1_rB	4.385E+00	24	0.051	143	18.100	3.427E-01	2.810E-01	1.794E-01	2.387E-01	153964	Arthrospira sp. FACHB-439
YP_009666887.1	6	YP_009666887.1	6fd7-assembly1_A	3.180E+00	24	0.051	139	12.200	3.596E-01	2.385E-01	1.536E-01	2.373E-01	9606	Homo sapiens
YP_009666887.1	7	YP_009666887.1	6fbw-assembly1_A	1.279E+00	24	0.051	182	13.700	2.980E-01	1.998E-01	1.421E-01	1.472E-01	9606	Homo sapiens
YP_009666887.1	8	YP_009666887.1	3zfw-assembly2_B	6.381E+00	23	0.045	145	11.700	3.887E-01	2.753E-01	1.898E-01	1.967E-01	10090	Mus musculus
YP_009666887.1	9	YP_009666887.1	3zfw-assembly1_A	6.381E+00	23	0.045	145	11.700	3.878E-01	2.720E-01	1.895E-01	1.953E-01	10090	Mus musculus
YP_009666887.1	10	YP_009666887.1	4fr3-assembly1_A-2	3.180E+00	23	0.045	183	13.100	3.265E-01	2.462E-01	1.734E-01	1.778E-01	9606	Homo sapiens
YP_009666887.1	11	YP_009666887.1	2xcb-assembly1_A	3.940E+00	23	0.045	146	14.300	3.434E-01	2.428E-01	1.482E-01	2.300E-01	287	Pseudomonas aeruginosa
YP_009666887.1	12	YP_009666887.1	4rmp-assembly1_B	8.801E+00	22	0.040	170	13.500	3.398E-01	3.530E-01	2.390E-01	3.155E-01	865859	Phormidium rubidum A09DM
YP_009666887.1	13	YP_009666887.1	2vjt-assembly1_B	6.732E+00	22	0.040	122	17.200	3.264E-01	3.188E-01	1.846E-01	2.422E-01	33072	Gloeobacter violaceus
YP_009666887.1	14	YP_009666887.1	4f0u-assembly1_F	4.385E+00	22	0.040	153	18.300	3.191E-01	2.653E-01	1.741E-01	2.319E-01	1140	Synechococcus elongatus PCC 7942 = FACHB-805
YP_009666887.1	15	YP_009666887.1	7v1m-assembly2_G	7.103E+00	22	0.040	150	10.600	3.747E-01	2.794E-01	1.729E-01	2.033E-01	9606	Homo sapiens
YP_009666887.1	16	YP_009666887.1	4jyx-assembly1_G-2	5.434E+00	22	0.040	149	12.700	3.205E-01	2.769E-01	1.658E-01	1.295E-01	342610	Paraglaciecola sp. T6c
YP_009666887.1	17	YP_009666887.1	4jl0-assembly2_B	4.627E+00	22	0.040	145	16.500	3.398E-01	2.412E-01	1.367E-01	2.289E-01	1227568	Pseudomonas aeruginosa CHA
YP_009666887.1	18	YP_009666887.1	7vea-assembly1_aN	7.906E+00	21	0.034	166	15.600	3.496E-01	2.825E-01	1.984E-01	2.574E-01	197221	Thermosynechococcus vestitus BP-1
YP_009666887.1	19	YP_009666887.1	6yx7-assembly1_DDD	5.434E+00	21	0.034	169	13.600	3.158E-01	2.632E-01	1.863E-01	2.386E-01	2283151	Nostoc sp. WR13
YP_009666887.1	20	YP_009666887.1	2v8a-assembly1_B	8.342E+00	20	0.029	164	16.400	3.352E-01	2.804E-01	1.972E-01	2.573E-01	197221	Thermosynechococcus vestitus BP-1
YP_010681552.1	1	YP_010681552.1	4mde-assembly1_A	1.135E-06	310	1.000	156	24.300	6.451E-01	8.666E-01	4.047E-01	7.678E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681552.1	2	YP_010681552.1	4gp6-assembly1_B-2	8.735E-08	352	1.000	156	25.600	6.509E-01	8.664E-01	4.044E-01	7.720E-01	203119	Acetivibrio thermocellus ATCC 27405
