protein_accession	length	esmfold_status	pdb_path
YP_009324456.1	183	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324456.1.pdb
YP_010102311.1	526	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102311.1.pdb
YP_007007700.1	180	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007007700.1.pdb
YP_004464926.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004464926.1.pdb
YP_009907898.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009907898.1.pdb
YP_007005414.1	236	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007005414.1.pdb
YP_009796765.1	215	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796765.1.pdb
YP_009274096.1	526	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009274096.1.pdb
YP_009187901.1	248	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187901.1.pdb
YP_010653485.1	525	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653485.1.pdb
YP_010667630.1	148	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010667630.1.pdb
YP_010653926.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653926.1.pdb
YP_010681749.1	241	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681749.1.pdb
YP_010772804.1	291	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010772804.1.pdb
YP_010114508.1	200	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010114508.1.pdb
YP_009855219.1	325	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009855219.1.pdb
YP_010653703.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653703.1.pdb
YP_009617951.1	227	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009617951.1.pdb
YP_010109320.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010109320.1.pdb
YP_010653555.1	525	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653555.1.pdb
YP_010102118.1	526	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102118.1.pdb
YP_009907823.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009907823.1.pdb
YP_010062379.1	217	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010062379.1.pdb
YP_009815803.1	216	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009815803.1.pdb
YP_009902967.1	70	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902967.1.pdb
YP_010582682.1	233	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582682.1.pdb
YP_010102977.1	526	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102977.1.pdb
YP_009607614.1	233	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009607614.1.pdb
YP_010114976.1	526	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010114976.1.pdb
YP_009855362.1	325	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009855362.1.pdb
YP_007001446.1	459	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007001446.1.pdb
YP_009903515.1	70	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903515.1.pdb
YP_006906848.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006906848.1.pdb
YP_008239746.1	227	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008239746.1.pdb
YP_009190536.1	479	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009190536.1.pdb
YP_004323518.1	266	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004323518.1.pdb
YP_009854864.1	325	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009854864.1.pdb
YP_010761413.1	247	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010761413.1.pdb
YP_009854937.1	325	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009854937.1.pdb
YP_010582683.1	163	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582683.1.pdb
YP_010653847.1	509	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653847.1.pdb
YP_010061935.1	217	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010061935.1.pdb
YP_010065021.1	258	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010065021.1.pdb
YP_008051906.1	227	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008051906.1.pdb
YP_009789431.1	279	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009789431.1.pdb
YP_010062009.1	229	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010062009.1.pdb
YP_009187345.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187345.1.pdb
YP_009146251.1	294	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009146251.1.pdb
YP_010052563.1	255	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010052563.1.pdb
YP_010655598.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010655598.1.pdb
YP_010798436.1	154	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010798436.1.pdb
YP_010840689.1	269	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840689.1.pdb
YP_010840703.1	241	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840703.1.pdb
YP_010086207.1	244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010086207.1.pdb
YP_009330100.1	513	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009330100.1.pdb
YP_009666933.1	246	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666933.1.pdb
YP_010839478.1	246	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839478.1.pdb
YP_004767308.1	212	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004767308.1.pdb
YP_010839534.1	258	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839534.1.pdb
YP_009094046.1	447	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009094046.1.pdb
YP_009337179.1	429	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337179.1.pdb
YP_010085072.1	244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085072.1.pdb
YP_008400136.1	442	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008400136.1.pdb
YP_009507863.1	247	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507863.1.pdb
YP_010840910.1	255	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840910.1.pdb
YP_009362025.1	226	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009362025.1.pdb
YP_010840713.1	240	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840713.1.pdb
YP_010839622.1	245	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839622.1.pdb
YP_010840665.1	311	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840665.1.pdb
YP_004598984.1	214	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004598984.1.pdb
YP_010840721.1	420	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840721.1.pdb
YP_009505592.1	222	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009505592.1.pdb
YP_009793209.1	307	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009793209.1.pdb
YP_009789411.1	73	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009789411.1.pdb
YP_010098180.1	182	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010098180.1.pdb
YP_009793149.1	307	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009793149.1.pdb
YP_010101979.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010101979.1.pdb
YP_008433550.1	177	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008433550.1.pdb
YP_009791797.1	336	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791797.1.pdb
YP_009842036.1	565	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009842036.1.pdb
YP_010102271.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102271.1.pdb
YP_010806163.1	832	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010806163.1.pdb
YP_007349143.1	565	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007349143.1.pdb
YP_009838281.1	520	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009838281.1.pdb
YP_010103030.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010103030.1.pdb
YP_008433563.1	79	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008433563.1.pdb
YP_010107653.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010107653.1.pdb
YP_010096624.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010096624.1.pdb
YP_009274056.1	197	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009274056.1.pdb
YP_010109651.1	182	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010109651.1.pdb
YP_010114936.1	182	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010114936.1.pdb
YP_010667693.1	430	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010667693.1.pdb
YP_010096719.1	197	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010096719.1.pdb
YP_010085889.1	201	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085889.1.pdb
YP_009851177.1	431	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009851177.1.pdb
YP_010102172.1	197	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102172.1.pdb
YP_009621680.1	63	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009621680.1.pdb
YP_010110061.1	185	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010110061.1.pdb
YP_010104232.1	197	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010104232.1.pdb
YP_010102932.1	197	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102932.1.pdb
YP_010801639.1	230	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010801639.1.pdb
YP_010109279.1	182	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010109279.1.pdb
YP_010100821.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010100821.1.pdb
YP_009600758.1	716	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009600758.1.pdb
YP_009789640.1	156	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009789640.1.pdb
YP_009844464.1	430	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009844464.1.pdb
YP_009284790.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009284790.1.pdb
YP_009791854.1	330	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791854.1.pdb
YP_010102077.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102077.1.pdb
YP_009793264.1	307	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009793264.1.pdb
YP_009595385.1	383	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009595385.1.pdb
YP_010103621.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010103621.1.pdb
YP_010102365.1	192	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102365.1.pdb
YP_010077946.1	430	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010077946.1.pdb
YP_010084463.1	165	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084463.1.pdb
YP_009362818.1	271	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009362818.1.pdb
YP_009032043.1	272	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009032043.1.pdb
YP_001110810.1	1032	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001110810.1.pdb
YP_009008487.1	859	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009008487.1.pdb
YP_009833161.1	145	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009833161.1.pdb
YP_009855449.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009855449.1.pdb
YP_009843010.1	399	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009843010.1.pdb
YP_009506456.1	257	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009506456.1.pdb
YP_009855266.1	390	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009855266.1.pdb
YP_010084446.1	121	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084446.1.pdb
YP_002519377.1	257	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002519377.1.pdb
YP_009903063.1	678	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903063.1.pdb
YP_009837007.1	401	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837007.1.pdb
YP_003517734.1	426	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_003517734.1.pdb
YP_010112828.1	324	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010112828.1.pdb
YP_009275407.1	445	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009275407.1.pdb
NP_758520.1	2168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_758520.1.pdb
YP_009505608.1	2157	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009505608.1.pdb
YP_009028564.1	2182	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009028564.1.pdb
YP_009505603.1	2190	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009505603.1.pdb
YP_001715611.1	2181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001715611.1.pdb
YP_010747565.1	676	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747565.1.pdb
YP_010748121.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748121.1.pdb
YP_010796086.1	865	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010796086.1.pdb
NP_076500.1	874	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_076500.1.pdb
YP_010747158.1	676	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747158.1.pdb
YP_010748904.1	416	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748904.1.pdb
YP_001491533.1	378	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001491533.1.pdb
YP_007002903.1	614	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007002903.1.pdb
YP_009324904.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324904.1.pdb
YP_009886447.1	605	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886447.1.pdb
YP_008410963.1	432	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008410963.1.pdb
YP_009798826.1	473	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009798826.1.pdb
YP_009618610.1	366	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009618610.1.pdb
YP_010101391.1	424	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010101391.1.pdb
YP_009288272.1	366	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009288272.1.pdb
YP_009885320.1	145	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009885320.1.pdb
YP_009819237.1	178	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009819237.1.pdb
YP_009607710.1	271	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009607710.1.pdb
YP_010667601.1	353	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010667601.1.pdb
YP_010654015.1	102	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010654015.1.pdb
YP_009886207.1	215	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886207.1.pdb
YP_009637914.1	279	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009637914.1.pdb
YP_009886453.1	215	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886453.1.pdb
YP_010681045.1	199	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681045.1.pdb
YP_009302999.1	404	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009302999.1.pdb
YP_010060825.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060825.1.pdb
YP_010100847.1	298	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010100847.1.pdb
YP_010051127.1	371	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010051127.1.pdb
YP_010680355.1	329	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680355.1.pdb
NP_859162.1	444	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_859162.1.pdb
YP_009032213.1	357	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009032213.1.pdb
YP_001994899.1	228	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001994899.1.pdb
YP_010749535.1	314	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749535.1.pdb
YP_010102333.1	404	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102333.1.pdb
YP_009100061.1	213	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009100061.1.pdb
YP_010002605.1	251	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010002605.1.pdb
YP_009191587.1	128	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009191587.1.pdb
YP_009902823.1	71	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902823.1.pdb
YP_009796446.1	115	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796446.1.pdb
YP_010745912.1	47	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010745912.1.pdb
YP_009300989.1	79	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009300989.1.pdb
YP_007005422.1	321	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007005422.1.pdb
YP_009908100.1	92	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009908100.1.pdb
YP_010658062.1	91	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010658062.1.pdb
YP_009187929.1	244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187929.1.pdb
YP_009146319.1	285	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009146319.1.pdb
YP_009886689.1	219	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886689.1.pdb
YP_009796266.1	126	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796266.1.pdb
YP_009206144.1	139	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009206144.1.pdb
YP_009836936.1	217	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009836936.1.pdb
YP_009197016.1	837	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009197016.1.pdb
YP_010001081.1	276	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010001081.1.pdb
YP_010051108.1	196	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010051108.1.pdb
YP_009140133.1	547	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009140133.1.pdb
YP_010061903.1	120	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010061903.1.pdb
YP_007005416.1	152	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007005416.1.pdb
YP_010112343.1	130	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010112343.1.pdb
YP_010509985.1	130	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010509985.1.pdb
YP_009883588.1	104	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009883588.1.pdb
YP_009187346.1	237	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187346.1.pdb
YP_009126740.1	277	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009126740.1.pdb
YP_009276992.1	430	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009276992.1.pdb
YP_003915072.1	258	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_003915072.1.pdb
NP_620853.1	257	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_620853.1.pdb
NP_044864.1	299	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_044864.1.pdb
YP_009021762.1	237	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009021762.1.pdb
YP_010085990.1	567	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085990.1.pdb
YP_002791011.1	249	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002791011.1.pdb
YP_009600443.1	368	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009600443.1.pdb
YP_223889.1	286	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_223889.1.pdb
YP_002317400.1	258	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002317400.1.pdb
YP_009408648.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009408648.1.pdb
YP_008873479.1	331	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008873479.1.pdb
YP_012040222.1	313	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_012040222.1.pdb
NP_803547.1	116	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_803547.1.pdb
YP_009056192.1	400	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009056192.1.pdb
YP_794063.1	404	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_794063.1.pdb
YP_009553487.1	495	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009553487.1.pdb
NP_044880.1	567	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_044880.1.pdb
YP_009795614.1	121	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009795614.1.pdb
YP_009345121.1	356	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009345121.1.pdb
YP_009551965.1	474	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009551965.1.pdb
YP_008239638.1	349	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008239638.1.pdb
YP_009337846.1	350	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337846.1.pdb
YP_009836919.1	424	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009836919.1.pdb
YP_009292522.1	382	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009292522.1.pdb
YP_009884753.1	440	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009884753.1.pdb
YP_010509863.1	328	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010509863.1.pdb
YP_003084134.1	85	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_003084134.1.pdb
YP_009507645.1	378	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507645.1.pdb
YP_009333295.1	371	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009333295.1.pdb
YP_009204828.1	340	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009204828.1.pdb
YP_453621.1	141	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_453621.1.pdb
NP_148951.1	115	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_148951.1.pdb
YP_009336686.1	416	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336686.1.pdb
YP_009168841.1	322	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009168841.1.pdb
YP_764512.1	116	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_764512.1.pdb
YP_009100097.1	311	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009100097.1.pdb
NP_047238.1	251	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_047238.1.pdb
YP_010582373.1	349	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582373.1.pdb
YP_009806955.1	310	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009806955.1.pdb
