protein_accession	predicted_label	top_probability_calibrated	context_gain	high_context_gain	nearest_homolog_identity	nearest_homolog_bits	identity_bin	context_gain_bin	low_sequence_identity	low_sequence_high_context	module_supported	hypothetical_or_unknown	family	host_group	family_holdout_split
YP_453564.1	protease	0.996494948864	-0.000355899333954	0	53.5	242.0	50-70	<0	0	0	1	0	Xipdecavirus	Bacteria	test
YP_010064288.1	lysis	0.996494710445	-1.21593475342e-05	0	74.5	532.0	70-90	<0	0	0	1	0	Pukovnikvirus	Bacteria	test
YP_009472130.1	capsid_head	0.996493518353	0.000608265399933	0	80	425.0	70-90	0-0.05	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_009342266.1	capsid_head	0.996493518353	0.022346496582	0	23.8	47.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_010101401.1	nuclease	0.996493399143	0.000796735286713	0	52.8	61.0	50-70	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009617269.1	tail_assembly	0.996493279934	0.000278234481812	0	89.9	880.0	70-90	0-0.05	0	0	1	0	Microwolfvirus	Bacteria	test
YP_009844520.1	lysis	0.996492803097	0.000152170658112	0	37.9	103.0	30-50	0-0.05	0	0	1	0	Menderavirus	Bacteria	test
YP_009666872.1	polymerase	0.996490299702	0.00408124923706	0	23	230.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_010509684.1	polymerase	0.996489346027	-0.00048965215683	0	53.4	172.0	50-70	<0	0	0	1	0	Loutivirinae	root	test
YP_009310090.1	capsid_head	0.996488690376	-0.000316858291626	0	68.8	377.0	50-70	<0	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_009222475.1	lysis	0.996488571167	-6.42538070679e-05	0	57.8	293.0	50-70	<0	0	0	1	0	Gordtnkvirus	Bacteria	test
YP_950503.1	nuclease	0.996487140656	6.67572021484e-06	0	59.7	463.0	50-70	0-0.05	0	0	1	0	Enquatrovirinae	Bacteria	test
YP_453670.1	helicase	0.996487140656	0.00219601392746	0	56.1	691.0	50-70	0-0.05	0	0	1	0	Kantovirinae	Bacteria	test
YP_010742950.1	nuclease	0.996486902237	0.000633716583252	0	52.1	334.0	50-70	0-0.05	0	0	1	0	Stanbaylleyvirinae	Bacteria	test
YP_010013439.1	ligase	0.9964864254	-0.00070732831955	0	53.2	450.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_006906838.1	nuclease	0.996485471725	0.00123906135559	0	88.8	437.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009806990.1	protease	0.99648475647	-0.000362932682037	0	97.8	278.0	90-100	<0	0	0	1	0	Ruthyvirus	Bacteria	test
YP_009337698.1	polyprotein	0.996484398842	0.000676155090332	0	26.3	463.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_004010244.1	polymerase	0.996483683586	0.00190770626068	0	64.5	427.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_007001438.1	nuclease	0.996483206749	0.00123834609985	0	88.8	437.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_005086954.1	capsid_head	0.996482372284	-0.000208497047424	0	77.7	429.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009796474.1	lysis	0.996482253075	-3.93986701965e-05	0	85.2	466.0	70-90	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_004538946.1	portal_terminase_packaging	0.996482253075	-0.000397205352783	0	44	86.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009875613.1	nuclease	0.996481895447	0.000222444534302	0	43.9	283.0	30-50	0-0.05	0	0	1	0	Rhodovirinae	Bacteria	test
YP_010746849.1	portal_terminase_packaging	0.996481657028	5.82933425903e-05	0	73.7	721.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010748273.1	portal_terminase_packaging	0.99648141861	-0.000208973884583	0	34.9	82.0	30-50	<0	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_001648938.1	lysis	0.996480882168	-0.000525891780853	0	96.6	369.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
YP_009547924.1	capsid_head	0.996480643749	-6.35385513306e-05	0			no_hit	<0	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_007002877.1	helicase	0.996480047703	0.000603258609772	0	36.5	246.0	30-50	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009881518.1	capsid_head	0.996479928493	0.00027596950531	0	61.7	521.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010747444.1	portal_terminase_packaging	0.996479570866	-0.000121533870697	0	73.1	719.0	70-90	<0	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009908397.1	lysis	0.996479332447	-0.000526368618011	0	96.6	369.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
YP_009508011.1	capsid_head	0.996479213238	0.000150263309479	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_010747535.1	portal_terminase_packaging	0.99647885561	-0.0002281665802	0	73.9	719.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009292516.1	portal_terminase_packaging	0.996478617191	-0.000398397445679	0	44	86.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010747609.1	capsid_head	0.996478497982	7.15255737305e-06	0	52.2	370.0	50-70	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009190528.1	nuclease	0.996478497982	0.00123679637909	0	88.8	437.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009796156.1	tail_fiber_receptor	0.996477425098	-0.000289142131805	0	81.4	986.0	70-90	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010747489.1	capsid_head	0.996472477913	1.3530254364e-05	0	52.5	371.0	50-70	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009337256.1	polyprotein	0.99647128582	6.52074813843e-05	0	33.6	818.0	30-50	0-0.05	0	0	0	1	Riboviria	root	test
YP_010061502.1	nuclease	0.996471166611	-0.00050550699234	0	81.7	505.0	70-90	<0	0	0	1	0	Yeceytrevirus	Bacteria	test
YP_009824783.1	capsid_head	0.996470570564	0.000942587852478	0	96.2	812.0	90-100	0-0.05	0	0	1	0	Montyvirus	Bacteria	test
NP_047198.1	capsid_head	0.996470451355	0.000264942646027	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009508450.1	capsid_head	0.99646961689	-0.000341892242432	0	68.2	369.0	50-70	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010062322.1	tail_assembly	0.996468663216	0.000467538833618	0	76.2	747.0	70-90	0-0.05	0	0	1	0	Kimonavirus	Bacteria	test
YP_010749379.1	capsid_head	0.996468067169	-0.000152468681335	0	54.8	385.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009272912.1	polymerase	0.996467471123	0.00135570764542	0	46.4	1882.0	30-50	0-0.05	0	0	1	0	Riboviria	Fungi	test
YP_009814957.1	lysis	0.996466636658	-0.000466763973236	0	56.2	181.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009129299.1	capsid_head	0.996466398239	0.0161806941032	0			no_hit	0-0.05	1	0	1	0	Polyomaviridae	root	test
YP_009508418.1	capsid_head	0.996465802193	-0.000324606895447	0	71.8	390.0	70-90	<0	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_009333251.1	polymerase	0.996465086937	0.000184416770935	0	28.4	162.0	20-30	0-0.05	1	0	1	0	Riboviria	root	test
YP_009908480.1	lysis	0.996464729309	-0.000564098358154	0	94.3	362.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
YP_008767010.1	capsid_head	0.9964646101	-0.000259697437286	0	55.8	317.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010747452.1	capsid_head	0.996464371681	1.09076499939e-05	0	52.5	371.0	50-70	0-0.05	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_008410877.1	portal_terminase_packaging	0.996463835239	-0.000403165817261	0	44	86.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010078796.1	lysis	0.996463596821	-0.000379145145416	0	92.1	143.0	90-100	<0	0	0	1	0	Gervaisevirus	Bacteria	test
YP_010012840.1	portal_terminase_packaging	0.996461212635	-0.000404000282288	0	44	86.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010101395.1	nuclease	0.996461093426	0.000489294528961	0	40.3	83.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010105490.1	nuclease	0.996460258961	0.000489056110382	0	40.3	83.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009177327.1	protease	0.996459543705	-0.000708639621735	0	38.6	195.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009850383.1	tail_fiber_receptor	0.996457993984	4.89950180054e-05	0	73.4	611.0	70-90	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_009333349.1	polymerase	0.996456801891	0.00135904550552	0	30.2	193.0	30-50	0-0.05	0	0	1	0	Riboviria	root	test
YP_010114787.1	nuclease	0.996455669403	0.000487506389618	0	40.3	83.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010747685.1	capsid_head	0.996455550194	8.04662704468e-06	0	52.5	371.0	50-70	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
NP_660082.1	capsid_head	0.996455311775	-0.000323414802551	0	71.4	384.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009465984.1	capsid_head	0.996455073357	-0.000306129455566	0	56.5	304.0	50-70	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010746819.1	portal_terminase_packaging	0.996453762054	3.02195549011e-05	0	74.2	725.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010653991.1	polymerase	0.996452331543	-0.000322341918945	0	75.2	290.0	70-90	<0	0	0	1	0	Powerballvirus	Bacteria	test
YP_010653991.1	nuclease	0.996452331543	-0.00100439786911	0	75.2	290.0	70-90	<0	0	0	1	0	Powerballvirus	Bacteria	test
YP_010102932.1	ligase	0.996451616287	-2.72393226624e-05	0	36.9	74.0	30-50	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_010660660.1	capsid_head	0.996451616287	0.00680977106094	0	61.9	497.0	50-70	0-0.05	0	0	1	0	Rakietenvirinae	Bacteria	test
YP_010747795.1	portal_terminase_packaging	0.99645113945	0.000126898288727	0	73.3	719.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009635937.1	nuclease	0.996450185776	0.000485718250275	0	40.3	83.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009199272.1	protease	0.996449589729	-0.000520050525665	0	74.6	402.0	70-90	<0	0	0	1	0	Sfunavirus	Bacteria	test
YP_010100984.1	nuclease	0.996447563171	0.000484883785248	0	40.3	83.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009180911.1	nuclease	0.996447265148	0.00114679336548	0	88.4	436.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009305124.1	capsid_head	0.996446549892	-0.00019782781601	0	79.2	441.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_271825.1	capsid_head	0.996446430683	-0.000338912010193	0	75.5	407.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009907891.1	nuclease	0.996446192265	0.00114643573761	0	88.4	436.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_003857221.1	nuclease	0.996445953846	0.00048440694809	0	40.3	83.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009907916.1	lysis	0.996445953846	-0.000543236732483	0	94.3	365.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
YP_009043959.1	capsid_head	0.996445715427	0.000577449798584	0	30.9	166.0	30-50	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_010747193.1	portal_terminase_packaging	0.996445596218	2.26497650146e-06	0	73.5	721.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
NP_859182.1	nuclease	0.996444284916	0.00195372104645	0	100	478.0	90-100	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
NP_859348.1	nuclease	0.996444165707	0.00195372104645	0	100	478.0	90-100	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009838366.1	portal_terminase_packaging	0.996444046497	0.000292956829071	0	47	452.0	30-50	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009337206.1	polyprotein	0.996442139149	9.95397567749e-05	0	37	883.0	30-50	0-0.05	0	0	0	1	Riboviria	root	test
YP_009333591.1	polyprotein	0.996442139149	0.000692486763	0	23.6	353.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_009187338.1	nuclease	0.996440351009	0.00114452838898	0	88.4	436.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009190552.1	lysis	0.996438741684	-0.000541806221008	0	94.3	362.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
YP_010680074.1	nuclease	0.996438264847	0.00144618749619	0	48.1	145.0	30-50	0-0.05	0	0	1	0	Joanripponvirinae	Bacteria	test
YP_011807583.1	capsid_head	0.996436476707	-0.000170350074768	0	60.4	385.0	50-70	<0	0	0	1	1	Drexlerviridae	Bacteria	test
YP_010747543.1	capsid_head	0.996436476707	2.49743461609e-05	0	52.5	372.0	50-70	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010748788.1	capsid_head	0.996436238289	-9.57250595093e-05	0	52.2	373.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009284867.1	helicase	0.996434807777	5.88893890381e-05	0	63.2	854.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_004327029.1	capsid_head	0.99643266201	-0.000130653381348	0	29.6	70.0	20-30	<0	1	0	1	1	Ounavirinae	Bacteria	test
YP_009333197.1	polyprotein	0.99643266201	0.000493109226227	0	26.3	397.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_010746762.1	capsid_head	0.996428072453	-7.42077827454e-05	0	53.4	377.0	50-70	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009333432.1	polyprotein	0.996427595615	0.00273507833481	0	24	246.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_009908304.1	lysis	0.996427595615	-0.000576078891754	0	94.3	362.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
YP_009117084.1	nucleocapsid	0.996427237988	0.0417053699493	0	90.6	446.0	90-100	0-0.05	0	0	1	0	Peribunyaviridae	Metazoa	test
NP_808847.1	capsid_head	0.996427118778	-0.000142514705658	0	74.6	419.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010748318.1	portal_terminase_packaging	0.996426641941	-0.000134706497192	0	73.7	725.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010746978.1	portal_terminase_packaging	0.996426522732	3.57031822205e-05	0	73.5	721.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_007673919.1	capsid_head	0.996425330639	0.0185559391975	0	45.4	183.0	30-50	0-0.05	0	0	1	0	Eurybiavirus	Bacteria	test
YP_010840704.1	polymerase	0.9964235425	0.00279814004898	0	23.6	231.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_009796743.1	lysis	0.9964235425	2.68220901489e-05	0	65.4	378.0	50-70	0-0.05	0	0	1	0	Abbeymikolonvirus	Bacteria	test
YP_010681630.1	helicase	0.996423304081	-0.000247418880463	0	68.5	518.0	50-70	<0	0	0	1	0	Heleneionescovirinae	Bacteria	test
YP_009508123.1	capsid_head	0.996421337128	-2.86102294922e-06	0	74.4	411.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009337049.1	polyprotein	0.996420860291	0.000555157661438	0	37	410.0	30-50	0-0.05	0	0	0	1	Riboviria	root	test
NP_671449.1	capsid_head	0.996419548988	-0.000123620033264	0	79.6	437.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009333568.1	polyprotein	0.99641931057	0.000437676906586	0	39.8	1223.0	30-50	0-0.05	0	0	0	1	Riboviria	root	test
YP_009177330.1	portal_terminase_packaging	0.99641919136	0.000492990016937	0	40.2	383.0	30-50	0-0.05	0	0	1	0	Ounavirinae	Bacteria	test
YP_010114492.1	lysis	0.99641919136	-0.000501036643982	0	52	156.0	50-70	<0	0	0	1	0	Immutovirus	Bacteria	test
YP_009337133.1	polymerase	0.996419072151	0.000113666057587	0	33.2	150.0	30-50	0-0.05	0	0	1	0	Riboviria	root	test
YP_009903491.1	helicase	0.996419072151	0.000241637229919	0	63.5	857.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_010749322.1	portal_terminase_packaging	0.996418476105	-0.000178396701813	0	34.9	73.0	30-50	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_006488853.1	polymerase	0.996417999268	0.00140112638474	0	66.5	446.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009617285.1	nuclease	0.99641764164	-0.00033313035965	0	68.5	392.0	50-70	<0	0	0	1	0	Microwolfvirus	Bacteria	test
YP_009850242.1	nuclease	0.996416926384	-0.00039529800415	0	77.3	872.0	70-90	<0	0	0	1	0	Marfavirus	Bacteria	test
YP_009113148.1	portal_terminase_packaging	0.996415734291	-0.000381469726562	0	34.9	80.0	30-50	<0	0	0	0	0	Guernseyvirinae	Bacteria	test
YP_009908235.1	lysis	0.996414005756	-0.000580489635468	0	94.3	362.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
NP_047224.1	capsid_head	0.996413290501	-0.000272274017334	0	70.4	374.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_003856013.1	capsid_head	0.996412336826	0.000258982181549	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_794166.1	capsid_head	0.996412217617	0.000425696372986	0	91.7	484.0	90-100	0-0.05	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_010110106.1	nuclease	0.996412098408	-0.000529527664185	0	73.9	433.0	70-90	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_009329842.1	polymerase	0.996411979198	0.000108182430267	0	31.4	105.0	30-50	0-0.05	0	0	1	0	Riboviria	root	test
YP_009787872.1	capsid_head	0.996411502361	-0.000299215316772	0	49.7	336.0	30-50	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009824801.1	lysis	0.996410548687	0.000771403312683	0	81.9	379.0	70-90	0-0.05	0	0	1	0	Montyvirus	Bacteria	test
YP_010805197.1	polymerase	0.996409237385	0.00014054775238	0	44.5	959.0	30-50	0-0.05	0	0	1	0	Mymonaviridae	root	test
YP_008408749.1	nuclease	0.996406257153	0.000295579433441	0	41.4	92.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010064303.1	tail_assembly	0.996406018734	-0.000254452228546	0	40.7	574.0	30-50	<0	0	0	1	0	Pukovnikvirus	Bacteria	test
YP_009333520.1	polyprotein	0.996405601501	0.00016325712204	0	26.8	483.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_010839290.1	capsid_head	0.996404409409	-0.000233471393585	0	79	453.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010104248.1	tail_assembly	0.996403336525	0.000742375850677	0	69.8	752.0	50-70	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_010748598.1	portal_terminase_packaging	0.99640250206	3.72529029846e-05	0	73.2	717.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009187891.1	nuclease	0.996399641037	0.00121134519577	0	88.8	437.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_010840678.1	nucleocapsid	0.996399283409	0.0307924151421	0	61.8	306.0	50-70	0-0.05	0	0	1	0	Peribunyaviridae	Metazoa	test
YP_009336563.1	capsid_head	0.996398806572	0.00059574842453	0			no_hit	0-0.05	1	0	1	1	Riboviria	root	test
YP_010655526.1	lysis	0.996398448944	-0.000240862369537	0	55.5	274.0	50-70	<0	0	0	1	0	Zukovirus	Bacteria	test
YP_009284939.1	capsid_head	0.996398329735	-0.000200748443604	0	60.1	383.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009606591.1	protease	0.996397972107	-0.000728607177734	0	38.6	195.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010086753.1	capsid_head	0.996397554874	-0.0001300573349	0			no_hit	<0	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_004046689.1	capsid_head	0.996397435665	-0.000377893447876	0	80.6	456.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010001128.1	nuclease	0.996397316456	-0.000533103942871	0	64.1	282.0	50-70	<0	0	0	1	0	Ruthyvirus	Bacteria	test
YP_012040222.1	capsid_head	0.996395647526	-0.000173985958099	0	60.4	385.0	50-70	<0	0	0	1	1	Drexlerviridae	Bacteria	test
YP_010746260.1	portal_terminase_packaging	0.996395528316	0.000127196311951	0	74.2	724.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010062148.1	tail_assembly	0.996395051479	0.00187492370605	0	52.8	267.0	50-70	0-0.05	0	0	1	0	Myradeevirus	Bacteria	test
YP_009821314.1	nuclease	0.99639326334	-0.000311970710754	0	50.4	120.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009903063.1	helicase	0.996391832829	-3.42726707458e-05	0	63.5	861.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_008532061.1	portal_terminase_packaging	0.996391713619	0.000641286373138	0	82.9	957.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010748717.1	lysis	0.996391713619	-0.000477969646454	0	75.4	232.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010746499.1	portal_terminase_packaging	0.99639159441	-3.89218330383e-05	0	73.8	721.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009100263.1	lysis	0.996391355991	-0.000558197498322	0	95.4	366.0	90-100	<0	0	0	1	0	Sepvirinae	Bacteria	test
YP_009274072.1	tail_assembly	0.996391355991	0.000748574733734	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_010114952.1	tail_assembly	0.996390640736	0.000748336315155	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_010109295.1	tail_assembly	0.996390521526	0.000748336315155	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_010096735.1	tail_assembly	0.996390283108	0.000748217105865	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_001110823.1	lysis	0.996390163898	-0.000393509864807	0	71	219.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010657932.1	polymerase	0.996390044689	0.00123232603073	0	61.9	344.0	50-70	0-0.05	0	0	1	0	Demetervirinae	Bacteria	test
YP_010101995.1	tail_assembly	0.99638992548	0.000748097896576	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_010102381.1	tail_assembly	0.996389687061	0.000747978687286	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009854230.1	portal_terminase_packaging	0.996389687061	0.00166773796082	0			no_hit	0-0.05	1	0	1	0	Ackermannviridae	Bacteria	test
YP_010107669.1	tail_assembly	0.996389567852	0.000747978687286	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
NP_050014.1	capsid_head	0.99638915062	-0.000139594078064	0	76.4	407.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009336994.1	polyprotein	0.996388912201	-0.000280976295471	0	33.4	848.0	30-50	<0	0	0	0	1	Riboviria	root	test
YP_001715619.1	capsid_head	0.996387600899	-0.000307083129883	0	30.8	86.0	30-50	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009333403.1	polyprotein	0.996387481689	0.000972092151642	0	31.7	922.0	30-50	0-0.05	0	0	0	1	Riboviria	root	test
YP_009336927.1	polyprotein	0.996386528015	0.000745713710785	0	29.9	483.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_010840267.1	polymerase	0.996386170387	0.00176745653152	0	24.9	252.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_024979.1	lysis	0.996385455132	0.00054407119751	0	31.9	98.0	30-50	0-0.05	0	0	1	0	Enhodamvirus	Bacteria	test
YP_009175087.1	capsid_head	0.996385455132	0.000241219997406	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009152763.1	lysis	0.996384978294	0.00054395198822	0	31.9	98.0	30-50	0-0.05	0	0	1	0	Enhodamvirus	Bacteria	test
YP_009153038.1	lysis	0.996384859085	0.000543832778931	0	31.9	98.0	30-50	0-0.05	0	0	1	0	Enhodamvirus	Bacteria	test
YP_024420.1	lysis	0.996384859085	0.000543832778931	0	31.9	98.0	30-50	0-0.05	0	0	1	0	Enhodamvirus	Bacteria	test
YP_009058921.1	capsid_head	0.996383309364	-0.000271737575531	0	89.4	492.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_007007767.1	nuclease	0.996382236481	0.000933647155762	0	52.3	220.0	50-70	0-0.05	0	0	1	0	Popoffvirus	Bacteria	test
YP_009637970.1	helicase	0.996379673481	1.34706497192e-05	0	95.5	531.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_001004147.1	capsid_head	0.996378719807	-0.000321507453918	0	78.1	433.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009785048.1	portal_terminase_packaging	0.996377646923	0.00657230615616	0	67.7	121.0	50-70	0-0.05	0	0	1	0	Autotranscriptaviridae	Bacteria	test
YP_004322558.1	nuclease	0.996377408504	-0.000520586967468	0	48.7	504.0	30-50	<0	0	0	1	0	Eurybiavirus	Bacteria	test
YP_009320690.1	capsid_head	0.996377050877	-2.53319740295e-05	0	69.1	383.0	50-70	<0	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_010747258.1	lysis	0.996376931667	-0.000445067882538	0	72.9	228.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009167706.1	lysis	0.996375739574	-0.000362575054169	0	65.2	247.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
NP_808901.1	capsid_head	0.996374309063	-0.000203609466553	0	71.2	376.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_012054202.1	portal_terminase_packaging	0.996373713017	0.000259876251221	0	31.4	65.0	30-50	0-0.05	0	0	0	1	Guernseyvirinae	Bacteria	test
YP_003104747.1	capsid_head	0.996373355389	-0.000190198421478	0	81.5	439.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010747134.1	lysis	0.996372461319	-0.000446617603302	0	72.9	228.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009337263.1	capsid_head	0.996372461319	0.00146800279617	0	35.5	160.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
